user_id,embedding,severity,tag
863,"[0.         0.56916726 0.         2.2106159  0.         0.
 0.         0.20173335 0.         0.         0.7259611  0.5395602
 0.         0.         0.         0.         2.9767215  0.5181973
 0.04393195 0.         0.         0.         0.         0.
 0.         0.47513407 0.89955926 0.23461919 0.6563673  0.
 1.2310742  2.1025767  0.19735587 0.         0.7472891  0.
 0.18681267 1.3657193  0.973453   0.         0.         0.
 0.15911038 0.         0.         1.7436129  0.         0.14743577
 0.71378964 0.         0.4785087  0.6766724  0.         0.
 0.5645868  0.63345337 0.52116036 0.         1.4295045  0.
 0.         0.         0.73530626 0.         0.         1.2402991
 1.5581648  0.         0.51713717 1.1438253  0.5332494  0.
 0.         0.         0.         0.         0.         0.
 0.713689   0.         0.33161065 0.         0.         0.33383593
 0.13050094 1.774179   0.         0.         0.         0.
 0.         0.         0.         0.         0.3689484  0.
 0.         0.         0.         0.         0.         0.8633098
 0.         0.         0.         1.272301   0.         0.33501363
 0.         0.         0.19040899 0.         0.7294509  0.
 0.16878681 0.6018901  0.         0.89564115 0.02322394 0.
 0.5236308  0.         0.         0.11360981 0.05947469 0.
 0.3730247  0.        ]",2,重度追讨
864,"[0.         0.6098481  0.         2.1460218  0.         0.08134052
 0.         0.         0.         0.         0.60242003 0.35657895
 0.         0.         0.         0.         4.209228   0.7754384
 0.         0.03279882 0.         0.         0.         0.
 0.         0.41434819 0.6202802  0.59750766 0.95820796 0.
 1.7471354  2.5677533  0.46575865 0.         0.45014513 0.
 0.18438141 1.4513502  1.4925759  0.         0.         0.
 0.15676658 0.66691905 0.         2.6123738  0.         0.60578865
 0.7233577  0.         0.4875217  0.6760176  0.         0.
 1.2264324  0.40991235 0.82749236 0.         2.408184   0.
 0.09930235 0.         0.7603557  0.16105561 0.         1.3834271
 1.5673422  0.         0.49962687 1.5379747  0.         0.
 0.1337497  0.         0.         0.         0.05737951 0.
 0.7108555  0.         0.4058653  0.         0.         0.
 0.5855742  1.7917056  0.         0.         0.         0.
 0.         0.47221178 0.         0.         0.34961534 0.22938845
 0.         0.         0.         0.         0.04798235 0.8639286
 0.         0.         0.         1.0793132  0.         0.29502392
 0.         0.         0.41879112 0.         0.49890256 0.
 0.2607783  1.3340751  0.         0.7341999  0.354577   0.
 0.5244529  0.         0.         0.00513394 0.18362832 0.
 0.32276484 0.        ]",2,重度追讨
865,"[0.         0.         0.82546633 1.2631717  0.         0.9934483
 0.92312264 0.         0.05972154 0.         0.689915   0.06428927
 0.         0.         0.         0.         0.         0.43796474
 0.         0.         1.2116749  0.         0.         6.515405
 0.         0.37759528 1.1114986  0.07353999 0.6666951  1.5119643
 0.         0.         0.01381083 0.         1.1436517  0.
 0.280189   0.23099902 1.2896855  0.10558878 0.         0.74284387
 0.21823117 0.25427216 0.         0.         0.         0.92621213
 0.69864506 1.3789209  0.         0.7707211  1.2074964  0.
 1.6751924  0.7098048  1.2609686  0.         0.         0.79629934
 0.5786305  0.92270684 0.42312127 0.46008742 0.         0.21625692
 1.2644038  0.         0.         0.5349678  0.         0.
 0.         0.         0.         0.17625701 2.2241008  0.
 0.67369777 0.         0.19466656 0.         0.         0.
 0.         1.0050086  1.1444236  0.         0.         1.219658
 0.         1.7807062  0.8288557  0.         0.364167   0.
 0.         0.09289098 0.         0.         1.0382241  0.8672507
 0.         0.61156416 1.2587484  1.2658116  2.3446877  0.29723164
 0.         0.         0.7344135  0.         0.         0.
 1.0383397  0.         0.         0.7288815  0.80201095 0.19529384
 0.5506328  0.         0.         0.03006744 0.         0.
 0.6895718  0.        ]",1,中度催缴
866,"[0.00000000e+00 0.00000000e+00 7.93143094e-01 1.28982234e+00
 0.00000000e+00 9.85405028e-01 9.58209991e-01 0.00000000e+00
 6.79976568e-02 0.00000000e+00 6.89336300e-01 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 4.00255263e-01 0.00000000e+00 0.00000000e+00
 1.07071209e+00 0.00000000e+00 0.00000000e+00 6.51281977e+00
 0.00000000e+00 4.65724856e-01 7.17494786e-01 1.07160136e-01
 6.90669835e-01 1.45173633e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.20731807e+00 0.00000000e+00
 2.19383553e-01 2.17125386e-01 1.34949660e+00 9.92367342e-02
 0.00000000e+00 7.52605796e-01 2.12642461e-01 3.93676788e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.37265217e-01
 7.04210997e-01 1.32218468e+00 0.00000000e+00 7.72177219e-01
 1.15220797e+00 0.00000000e+00 1.67429388e+00 7.33115792e-01
 1.22158861e+00 0.00000000e+00 0.00000000e+00 8.81225944e-01
 6.10988915e-01 6.97010279e-01 4.48074728e-01 4.48764563e-01
 0.00000000e+00 3.35316002e-01 1.26409626e+00 0.00000000e+00
 0.00000000e+00 5.27676821e-01 0.00000000e+00 0.00000000e+00
 5.74352592e-03 0.00000000e+00 3.23182344e-02 1.83646619e-01
 1.99409747e+00 0.00000000e+00 6.73938692e-01 0.00000000e+00
 2.06883729e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.02757108e+00 1.06193280e+00 0.00000000e+00
 0.00000000e+00 9.58225965e-01 0.00000000e+00 1.69015837e+00
 8.72117102e-01 0.00000000e+00 3.31574351e-01 0.00000000e+00
 0.00000000e+00 1.01901472e-01 0.00000000e+00 0.00000000e+00
 1.03736198e+00 8.66999328e-01 0.00000000e+00 5.87981939e-01
 1.28340816e+00 1.30603147e+00 2.00483251e+00 2.98580140e-01
 0.00000000e+00 0.00000000e+00 7.93575287e-01 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.07907772e+00 0.00000000e+00
 0.00000000e+00 7.38354385e-01 7.95642793e-01 0.00000000e+00
 5.52465439e-01 0.00000000e+00 0.00000000e+00 6.96300119e-02
 0.00000000e+00 0.00000000e+00 5.98814547e-01 0.00000000e+00]",1,中度催缴
867,"[0.         0.5799455  0.20625238 2.0829675  0.         0.
 0.         0.37971097 0.         0.         0.8177997  0.8119613
 0.         0.         0.         0.         1.5781361  0.6587678
 0.02624821 0.         0.         0.         0.         0.
 0.         0.5922433  1.2429532  0.07051019 0.7446017  0.
 0.602394   1.4461445  0.0999859  0.         1.1533922  0.
 0.09531727 1.3174322  0.6230948  0.         0.         0.
 0.17411803 0.         0.         0.9830102  0.         0.
 0.67194915 0.         0.28356558 0.6909372  0.         0.3257525
 0.03135546 0.82969326 0.39662263 0.         0.41167772 0.
 0.         0.31498837 0.66012096 0.         0.         0.93162864
 1.5273265  0.         0.62602395 1.1277916  0.79809594 0.
 0.         0.         0.         0.         0.         0.
 0.6970157  0.         0.11491155 0.         0.         0.40088522
 0.         1.7256975  0.         0.05644481 0.         0.3141104
 0.         0.         0.         0.         0.4804042  0.
 0.         0.         0.         0.         0.         0.8628251
 0.         0.         0.39288348 1.5325379  0.         0.3586452
 0.         0.10670555 0.24716496 0.         0.98240066 0.
 0.480301   0.         0.         1.0122323  0.         0.3269676
 0.4928656  0.         0.         0.05415326 0.         0.
 0.35916275 0.        ]",2,重度追讨
868,"[0.         0.         0.71687883 1.5018339  0.         0.6353484
 0.6899054  0.         0.         0.         0.74829435 0.4483652
 0.         0.         0.         0.         0.48980674 0.7257634
 0.         0.         1.3596547  0.         0.         1.9203317
 0.         0.6221292  1.5095572  0.16802283 0.85649574 0.9442402
 0.         0.         0.46786067 0.         1.292124   0.
 0.18419726 0.83582735 1.2356966  0.02837003 0.         0.5735949
 0.19859357 0.14722583 0.         0.         0.         0.7433649
 0.64859194 0.5614954  0.14582416 0.74210334 0.40931678 0.
 1.4123045  0.8600677  1.0963689  0.         0.         0.
 0.17945307 0.95115334 0.48331976 0.581587   0.         0.38647366
 1.3830402  0.         0.01460491 1.1223048  0.         0.
 0.         0.         0.04678851 0.         1.6081116  0.
 0.67465603 0.         0.0485027  0.         0.         0.
 0.         1.3052895  0.50714886 0.         0.         1.2049457
 0.         0.89793175 0.47585958 0.         0.5071174  0.
 0.         0.         0.         0.         0.31281978 0.8655683
 0.         0.52978504 0.74125797 1.511324   1.8914576  0.3144533
 0.         0.         0.8040518  0.         0.         0.
 0.9662127  0.         0.         0.8751741  0.3323653  0.64435714
 0.5228754  0.         0.         0.00941566 0.         0.
 0.6828103  0.        ]",1,中度催缴
869,"[0.         0.         0.4370908  1.7605969  0.         0.5718631
 0.54687774 0.         0.         0.         0.7228604  0.07660961
 0.         0.         0.         0.         0.34253654 0.49995404
 0.18604198 0.07202316 0.2155692  0.         0.         2.1121535
 0.         0.6728549  0.39827907 0.44642526 1.0419587  0.80827427
 0.08738758 0.         0.4353414  0.         1.360883   0.
 0.11857709 0.90230376 1.5876768  0.         0.         0.5330988
 0.17762685 0.9138589  0.         0.         0.         0.853396
 0.6730975  0.         0.20671059 0.7349655  0.30511746 0.
 1.5546743  0.694726   0.9714432  0.         0.         0.19004741
 0.28877485 0.27721697 0.6115641  0.5722323  0.         0.5623518
 1.3973275  0.         0.         1.1936501  0.         0.
 0.58828807 0.         0.         0.12636596 0.8020369  0.
 0.68257    0.         0.131025   0.         0.         0.
 0.04257082 1.445712   0.         0.         0.         0.11346716
 0.         0.9436783  0.46194005 0.         0.36985826 0.33300266
 0.         0.         0.         0.         0.40724993 0.8647715
 0.         0.06529337 0.14841838 1.5782107  0.61137956 0.32205746
 0.         0.         1.0011317  0.         0.         0.
 1.0288248  0.         0.         0.87366045 0.44033146 0.
 0.52164644 0.         0.         0.00744556 0.         0.
 0.4215936  0.        ]",1,中度催缴
870,"[0.         0.         0.69129694 1.5036912  0.         0.6244878
 0.5878177  0.         0.         0.         0.74890566 0.38976878
 0.         0.         0.         0.         0.6528622  0.740207
 0.         0.         1.382118   0.         0.         1.9416902
 0.         0.5098196  1.6772587  0.19726051 0.8514564  0.9643749
 0.         0.         0.45763776 0.         1.24699    0.
 0.2638946  0.846866   1.2490892  0.02728741 0.         0.48530218
 0.20009528 0.12748802 0.         0.         0.         0.7331339
 0.64656216 0.5668224  0.11945206 0.74101955 0.51833797 0.
 1.3938335  0.7778893  1.0996027  0.         0.02030039 0.
 0.18847823 0.9853912  0.49254653 0.5758012  0.         0.25234482
 1.3770466  0.         0.         1.1432209  0.         0.
 0.         0.         0.         0.         1.6554239  0.
 0.676096   0.         0.04267438 0.         0.         0.
 0.         1.3093348  0.54953086 0.         0.         1.1995282
 0.         1.0780241  0.42065907 0.         0.51199985 0.
 0.         0.         0.         0.         0.343566   0.8655992
 0.         0.48484743 0.6654164  1.4844675  1.9276187  0.31116712
 0.         0.         0.80565155 0.         0.         0.
 0.94834965 0.         0.         0.8624902  0.36199018 0.6898064
 0.5210097  0.         0.         0.         0.         0.
 0.6604965  0.        ]",1,中度催缴
871,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 2.3252087e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.4842397e-01 0.0000000e+00 0.0000000e+00
 5.6566155e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.6805010e+00
 2.9740839e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.4048659e+00
 0.0000000e+00 0.0000000e+00 2.9122076e+00 0.0000000e+00 0.0000000e+00
 1.0982188e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 9.3245611e-02 3.3163497e+00 0.0000000e+00 0.0000000e+00 2.6884260e+00
 4.0695801e-01 4.3427467e-01 0.0000000e+00 1.5618294e-01 2.4735475e-01
 0.0000000e+00 0.0000000e+00 6.8868071e-02 3.4972319e-01 0.0000000e+00
 5.0568223e-02 0.0000000e+00 0.0000000e+00 7.3064119e-01 0.0000000e+00
 0.0000000e+00 8.9008021e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 2.4732466e+00 0.0000000e+00 3.4868798e-01
 0.0000000e+00 0.0000000e+00 4.7734556e-01 0.0000000e+00 0.0000000e+00
 4.8930049e-03 5.4608661e-01 2.1601422e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 1.8237972e+00 8.9513022e-01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.8689556e+00 8.0994928e-01 0.0000000e+00
 7.3123717e-01 3.5372099e-01 0.0000000e+00 1.3373870e+00 2.6218362e+00
 5.9827411e-01 0.0000000e+00 8.0244720e-01 3.5429883e-01 0.0000000e+00
 3.2914653e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 1.1432556e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 8.6276788e-01 1.4021958e+00 0.0000000e+00 0.0000000e+00
 1.7701452e+00 0.0000000e+00 1.3318539e-01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 5.3203201e-01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 5.5117691e-01 0.0000000e+00 0.0000000e+00
 7.1965426e-01 5.8462650e-01 0.0000000e+00 0.0000000e+00 8.2859492e-01
 0.0000000e+00 0.0000000e+00 0.0000000e+00]",0,轻度提醒
872,"[0.         0.47831124 0.29539818 2.2759175  0.         0.
 0.         0.68278766 0.         0.         0.94665956 0.08195114
 0.         0.         0.         0.         0.6552135  0.
 0.20148975 0.         0.         0.         0.         0.
 0.         0.39428145 0.7342256  0.         0.04854894 0.
 0.359985   0.6501595  0.         0.         1.2714771  0.
 0.2187132  1.1894971  0.         0.         0.         0.
 0.19641289 0.         0.         0.526499   0.         0.
 0.6651287  0.         0.         0.71221197 0.38555625 0.07639986
 0.         0.95988405 0.         0.         0.         0.
 0.         0.         0.6410563  0.         0.         0.62702125
 1.4090066  0.         0.3700078  0.06926607 1.1478664  0.
 0.         0.         0.         0.         0.         0.
 0.7185767  0.         0.09018941 0.         0.         1.4413646
 0.         1.6863854  0.         0.5874734  0.         0.
 0.02357938 0.         0.         0.         0.3712964  0.
 0.         0.         0.         0.1134885  0.         0.8617675
 0.04411304 0.         0.         1.5873686  0.         0.3995008
 0.         0.01115334 0.         0.         0.8794409  0.
 0.         0.         0.47240436 1.1214459  0.         0.
 0.52483714 0.         0.         0.         0.04913153 0.
 0.07470664 0.        ]",2,重度追讨
873,"[0.         0.6594087  0.5253631  1.9876747  0.         0.01299752
 0.06977977 0.536139   0.         0.         0.8391562  0.9380897
 0.         0.         0.         0.         0.34617963 0.7793697
 0.20923644 0.         0.46574348 0.         0.         0.
 0.         0.83667856 1.3308755  0.19988038 0.8184216  0.
 0.12695779 1.1254323  0.56510735 0.         1.5342567  0.06169605
 0.0417967  1.2854965  0.90712386 0.         0.         0.20880112
 0.15659383 0.         0.         0.50133955 0.         0.15299122
 0.6482577  0.         0.33939642 0.7071346  0.         0.29713935
 0.43893698 0.94028944 0.5460055  0.         0.         0.
 0.         0.7112448  0.65927464 0.20226376 0.         0.8256527
 1.5312004  0.         0.8656256  1.304967   0.09794039 0.
 0.         0.         0.         0.         0.28376892 0.
 0.69341445 0.         0.05493383 0.         0.         0.22692943
 0.         1.6568308  0.         0.1160742  0.         0.3881721
 0.         0.         0.05983429 0.         0.50764513 0.15062831
 0.         0.         0.         0.         0.         0.8625936
 0.         0.05566251 0.6713254  1.7855061  0.         0.36153343
 0.         0.5123202  0.6539143  0.         1.1242379  0.
 0.8848473  0.         0.         1.1247036  0.         0.70490366
 0.4948526  0.         0.         0.0235692  0.         0.
 0.40695432 0.17755854]",2,重度追讨
874,"[0.         0.4104479  0.45412415 2.0993783  0.         0.47138235
 0.58956337 0.14576668 0.03909082 0.         0.7910867  0.
 0.         0.         0.         0.8547977  0.         0.06022578
 0.81883645 1.215149   0.         0.         0.         2.2391503
 0.         1.0079443  0.         0.68840754 0.95211786 0.44538125
 0.22169445 0.9070623  0.46837702 0.         2.0149388  0.3686073
 0.00941689 0.8224249  1.9002628  0.         0.         0.58300734
 0.12464159 1.7335081  0.         0.20998482 0.         0.8079926
 0.72363526 0.         0.12528838 0.75620455 0.90367955 0.23857343
 1.4360598  0.6326535  0.57499313 0.07353741 0.         0.93685484
 0.26107007 0.         0.7803976  0.41806096 0.         0.614903
 1.3703833  0.6382836  0.         0.9480305  0.         0.
 1.5590105  0.         0.         0.16563767 0.         0.
 0.69698596 0.         0.11973086 0.         0.         0.
 1.0466782  1.52023    0.         0.         0.06774014 0.
 0.         0.31081128 0.49143672 0.         0.15476677 1.8163866
 0.         0.         0.         0.         0.20819414 0.86264163
 0.92168283 0.         0.02725117 1.9924273  0.         0.38588208
 0.         0.         1.3043995  0.         0.         0.
 1.2431012  0.         0.         1.037697   0.25703558 0.
 0.5363361  0.         0.         0.         0.5780155  0.
 0.         0.        ]",0,轻度提醒
875,"[0.         0.         0.6743121  1.5118488  0.         0.62339824
 0.5795483  0.         0.         0.         0.74582154 0.38150257
 0.         0.         0.         0.         0.6912308  0.7353676
 0.         0.         1.3414719  0.         0.         1.9447384
 0.         0.50681174 1.6489389  0.20700707 0.8617351  0.9622297
 0.         0.         0.454671   0.         1.2378817  0.
 0.26099682 0.8519521  1.260462   0.02690086 0.         0.4807411
 0.19981849 0.14873984 0.         0.         0.         0.737496
 0.6471067  0.5368575  0.12328227 0.7403873  0.4989932  0.
 1.4018973  0.769328   1.0996606  0.         0.05577362 0.
 0.19460493 0.9597065  0.49596578 0.57777756 0.         0.26241928
 1.3781196  0.         0.         1.1509216  0.         0.
 0.         0.         0.         0.         1.6364138  0.
 0.67622226 0.         0.04642442 0.         0.         0.
 0.         1.3150711  0.5123451  0.         0.         1.17522
 0.         1.0879762  0.41687799 0.         0.5084044  0.
 0.         0.         0.         0.         0.35228646 0.865599
 0.         0.46404225 0.6353755  1.4795184  1.8849242  0.31061402
 0.         0.         0.80775785 0.         0.         0.
 0.94400406 0.         0.         0.85878587 0.37111855 0.66740173
 0.5207473  0.         0.         0.         0.         0.
 0.6578413  0.        ]",1,中度催缴
876,"[0.0000000e+00 7.6340365e-01 0.0000000e+00 1.6893804e+00 0.0000000e+00
 4.6562240e-01 2.9249850e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
 3.9450029e-01 1.1348513e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 6.7694201e+00 1.0693219e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 7.7913344e-01 6.0751677e-01 2.6071650e-01 1.6480777e+00 4.3908486e-01
 2.5260496e+00 7.9111999e-01 3.3487096e-01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.5342398e+00 1.3487126e+00 6.2933244e-02
 0.0000000e+00 6.9591731e-02 2.1669677e-01 9.0833910e-02 0.0000000e+00
 3.7997658e+00 0.0000000e+00 7.9134804e-01 6.6591114e-01 0.0000000e+00
 5.2153254e-01 6.7970264e-01 0.0000000e+00 0.0000000e+00 1.9578024e+00
 7.3852974e-01 1.3904054e+00 0.0000000e+00 5.0590959e+00 0.0000000e+00
 3.2844388e-01 0.0000000e+00 4.3499789e-01 5.9996659e-01 0.0000000e+00
 2.2158508e+00 1.6114209e+00 0.0000000e+00 5.3371793e-01 1.9163959e+00
 1.8438901e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.9580144e-01
 1.3223511e-01 1.2642500e+00 0.0000000e+00 6.6272634e-01 0.0000000e+00
 2.7212942e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.5451590e-01
 1.7293572e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.6376265e+00
 0.0000000e+00 3.9638066e-01 5.6172013e-03 0.0000000e+00 5.2813315e-01
 2.4573332e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 5.5427355e-01 8.6710668e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
 6.3958293e-01 0.0000000e+00 2.3886976e-01 0.0000000e+00 0.0000000e+00
 4.6195231e-02 0.0000000e+00 8.4492505e-02 0.0000000e+00 0.0000000e+00
 1.5790962e+00 0.0000000e+00 3.9202344e-01 6.8902874e-01 0.0000000e+00
 5.0294971e-01 0.0000000e+00 5.4571033e-01 8.4028983e-01 0.0000000e+00
 0.0000000e+00 1.0829046e+00 0.0000000e+00]",2,重度追讨
877,"[0.         1.6623235  0.         2.0194438  0.         0.09324552
 0.3709299  0.19286218 0.         0.         0.6980813  0.77225125
 0.         0.         0.         0.         2.4101143  0.80734926
 0.         0.12018331 0.         0.         0.         0.
 0.         1.2590303  0.         0.3308741  1.1592562  0.
 1.914494   1.7827836  0.49807122 0.         0.94859844 0.
 0.         1.4273441  1.2595048  0.         0.         0.3320953
 0.16261414 0.         0.         2.9909897  0.         0.613474
 0.6991973  0.         0.3693484  0.6920624  0.         0.62780285
 1.7673603  0.93147326 0.7044797  0.         1.1677331  0.
 0.         0.         0.6513038  0.20931394 0.         2.0139234
 1.608744   0.7118529  1.1438324  1.2930318  0.1544686  0.
 0.16362804 0.         0.33532858 0.         0.02443132 0.
 0.69052553 0.         0.10101052 0.         0.         0.02505067
 0.8421228  1.7818836  0.         0.06665149 0.         0.
 0.         0.         0.07500076 0.         0.38299465 1.3771219
 0.         0.         0.         0.         0.         0.86366737
 0.         0.         0.         1.411061   0.         0.38048697
 0.         0.         0.3105603  0.         0.6823138  0.
 0.5712422  0.9447187  0.         0.8601842  0.         0.
 0.5105879  0.         0.         0.68198246 0.24518615 0.
 0.35440707 0.        ]",0,轻度提醒
878,"[0.         0.         0.9225859  1.2735149  0.         0.9759687
 1.0153463  0.         0.07016929 0.         0.71802753 0.03042081
 0.         0.         0.         0.         0.         0.40775508
 0.         0.         1.2560723  0.         0.         6.5339975
 0.         0.48423162 0.90798175 0.06018561 0.6219656  1.4627327
 0.         0.         0.03726499 0.         1.2909048  0.01834071
 0.25634813 0.1899539  1.2897583  0.09688221 0.         0.8228214
 0.21511859 0.30087602 0.         0.         0.         0.93043077
 0.70200354 1.505664   0.         0.77589726 1.3572708  0.
 1.6435372  0.78168344 1.2025471  0.         0.         0.9540144
 0.5489194  0.93326086 0.4304823  0.4334467  0.         0.25099877
 1.2608719  0.         0.         0.46093428 0.         0.
 0.         0.         0.01295537 0.12139666 2.0924022  0.
 0.6749372  0.         0.18639602 0.         0.         0.
 0.         0.9949378  1.2558022  0.         0.         1.0633332
 0.         1.6044173  0.89353913 0.         0.34901547 0.
 0.         0.09797174 0.         0.         0.9603218  0.86687154
 0.         0.6813245  1.427607   1.3590803  2.3150015  0.31026667
 0.         0.         0.7884114  0.         0.         0.
 1.1165729  0.         0.         0.77309054 0.7195468  0.17261475
 0.55438244 0.07711369 0.         0.05295958 0.         0.
 0.62296546 0.        ]",1,中度催缴
879,"[0.         0.97457945 1.0322348  1.868872   0.         0.22722453
 1.0671275  0.91255933 0.         0.         0.91648847 0.49966747
 0.         0.         0.         0.         0.         0.5491672
 0.5594817  0.19792715 0.82647794 0.         0.         0.
 0.         1.8486733  0.         0.05502231 0.5917297  0.
 0.         0.         0.80277026 0.         2.260206   0.8503603
 0.         1.0434927  1.2960457  0.         0.         0.87342227
 0.1334872  0.68435943 0.         0.         0.         0.68556404
 0.6726249  0.2226522  0.3176204  0.7554302  0.28353116 0.35756326
 0.96529174 1.5166777  0.40512082 0.266995   0.         0.
 0.         0.7394449  0.6220992  0.2256393  0.         1.1329794
 1.4456656  1.2672824  0.65806293 0.9069972  0.         0.
 0.83848125 0.         0.39242655 0.         0.         0.06529069
 0.6944169  0.         0.02262889 0.         0.         0.7273283
 0.30019552 1.4931073  0.05111498 0.51487887 0.         0.
 0.         0.         0.58753604 0.         0.41819245 0.6342205
 0.         0.         0.         0.         0.         0.861636
 0.         0.51698375 1.2871305  2.2285244  0.09109241 0.42298335
 0.         0.72802263 0.961268   0.         0.65358335 0.
 1.3059131  0.         0.         1.3593233  0.         0.35146075
 0.5284815  0.         0.         0.48599762 0.02272592 0.
 0.07268213 0.40181738]",1,中度催缴
880,"[0.0000000e+00 4.3568772e-01 5.7463145e-01 1.9764670e+00 0.0000000e+00
 2.5995098e-02 0.0000000e+00 6.1401051e-01 0.0000000e+00 0.0000000e+00
 9.3403077e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 1.2372875e-01 0.0000000e+00 5.7842493e-01 8.9799333e-01 8.4981674e-01
 3.6860818e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 5.8790123e-01 2.1248683e-02 6.8656796e-01 7.1433514e-01 1.6580522e-03
 0.0000000e+00 1.2881548e+00 5.1651049e-01 0.0000000e+00 2.0577540e+00
 0.0000000e+00 4.9534330e-01 1.1051581e+00 1.6745160e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.2919930e-01 8.7804699e-01 0.0000000e+00
 1.7729042e-01 0.0000000e+00 3.9892179e-01 6.4954180e-01 0.0000000e+00
 0.0000000e+00 7.4539471e-01 1.5454077e+00 5.1360309e-01 6.2275422e-01
 4.0352896e-01 2.7914396e-01 6.2979513e-01 0.0000000e+00 1.8864509e-01
 0.0000000e+00 0.0000000e+00 8.5743725e-01 1.2137590e-01 0.0000000e+00
 0.0000000e+00 1.3660654e+00 8.2334936e-01 3.0194896e-01 1.1700995e+00
 0.0000000e+00 0.0000000e+00 1.0917913e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 5.4527521e-03 7.0937884e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.5493621e-02
 1.6602786e+00 4.4392431e-01 3.8476208e-01 0.0000000e+00 0.0000000e+00
 3.6328636e-02 6.5684980e-01 0.0000000e+00 0.0000000e+00 3.2274801e-01
 2.0008702e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.5504967e-01
 0.0000000e+00 8.6093652e-01 1.1045256e+00 9.8132670e-02 3.7865227e-01
 2.1385007e+00 0.0000000e+00 3.7448302e-01 0.0000000e+00 5.9336722e-02
 1.3058764e+00 0.0000000e+00 6.0830551e-01 0.0000000e+00 1.3629982e+00
 0.0000000e+00 0.0000000e+00 1.1931378e+00 0.0000000e+00 0.0000000e+00
 5.1363665e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 7.2329396e-01
 0.0000000e+00 0.0000000e+00 0.0000000e+00]",0,轻度提醒
881,"[0.         1.1870097  0.70439243 2.31158    0.         0.
 0.7987034  1.1502311  0.         0.         0.9070832  0.
 0.         0.         1.4492016  0.05872768 0.         0.
 0.6290623  0.90487003 0.         0.         0.9516271  0.
 0.         2.5249877  0.         0.         0.         0.
 0.         1.7486684  0.71867764 0.         2.68232    1.7269342
 0.         0.82645094 1.4031096  0.         0.         0.46295074
 0.06881571 1.4676057  0.         0.         0.         0.6039482
 0.7080696  0.         0.2713275  0.7814547  0.4695831  0.4744388
 0.3341463  1.356879   0.         1.0164704  0.         0.
 0.         0.58027744 0.7048915  0.         0.         0.7795109
 1.2993606  2.4667659  0.35060376 0.18085068 0.         0.30220085
 1.2646973  0.         0.         0.         0.         0.56871855
 0.7300935  0.         0.2735181  0.         0.         1.7246641
 1.0419337  1.4769965  0.         1.081537   0.03424859 0.
 0.04634126 0.         0.18500218 0.         0.15134895 1.1732937
 0.         0.         0.         0.         0.         0.8595093
 0.06439602 0.         1.0127289  2.460443   0.         0.48561186
 0.         0.9366402  0.6829361  0.         0.7817158  0.
 0.90336716 0.         0.         1.5488127  0.         0.
 0.5430423  0.         0.         0.25377995 0.39253014 0.
 0.         0.        ]",0,轻度提醒
