用户编号,电压等级,年月,电费,滞纳金,欠费金额,电量,合同容量,运行容量,缴费次数,行业分类
946,交流10kV,202101,362.48,3.62,366.10,,1344.00,1344.00,,一、农、林、牧、渔业
946,交流10kV,202102,733.79,7.34,741.13,,1344.00,1344.00,,一、农、林、牧、渔业
946,交流10kV,202103,510.43,0.00,0.00,,1344.00,1344.00,1,一、农、林、牧、渔业
946,交流10kV,202104,523.41,0.00,0.00,,1344.00,1344.00,1,一、农、林、牧、渔业
946,交流10kV,202105,447.06,0.00,0.00,,1344.00,1344.00,1,一、农、林、牧、渔业
946,交流10kV,202106,336.81,0.00,0.00,,1344.00,1344.00,1,一、农、林、牧、渔业
946,交流10kV,202107,299.98,0.00,0.00,,1344.00,1344.00,1,一、农、林、牧、渔业
946,交流10kV,202108,378.70,0.00,0.00,,1344.00,1344.00,1,一、农、林、牧、渔业
946,交流10kV,202109,662.19,0.00,0.00,,1344.00,1344.00,1,一、农、林、牧、渔业
946,交流10kV,202110,798.36,0.00,0.00,,1344.00,1344.00,1,一、农、林、牧、渔业
946,交流10kV,202111,422.86,0.00,0.00,,1344.00,1344.00,1,一、农、林、牧、渔业
999,交流10kV,202112,27791.86,0.00,27791.86,48732.00,800.00,800.00,1,十一、公共服务及管理组织
947,交流10kV,202001,54.16,0.00,0.00,,64.00,64.00,2,一、农、林、牧、渔业
947,交流10kV,202002,54.16,0.00,0.00,,64.00,64.00,2,一、农、林、牧、渔业
947,交流10kV,202003,54.16,0.00,0.00,,64.00,64.00,2,一、农、林、牧、渔业
947,交流10kV,202004,54.16,0.00,0.00,,64.00,64.00,2,一、农、林、牧、渔业
947,交流10kV,202005,54.16,0.00,0.00,,64.00,64.00,2,一、农、林、牧、渔业
947,交流10kV,202006,54.16,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
947,交流10kV,202007,637.87,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
947,交流10kV,202008,827.86,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
947,交流10kV,202009,889.53,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
947,交流10kV,202010,322.90,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
947,交流10kV,202011,232.07,0.00,0.00,,64.00,0.00,1,一、农、林、牧、渔业
947,交流10kV,202012,62.08,0.00,0.00,,64.00,0.00,1,一、农、林、牧、渔业
947,交流10kV,202101,55.83,0.80,56.63,,64.00,0.00,,一、农、林、牧、渔业
947,交流10kV,202102,54.16,0.80,54.96,,64.00,0.00,,一、农、林、牧、渔业
947,交流10kV,202103,54.16,0.00,0.00,,64.00,0.00,1,一、农、林、牧、渔业
947,交流10kV,202104,3.75,0.00,0.00,,64.00,0.00,2,一、农、林、牧、渔业
947,交流10kV,202105,0.00,0.00,0.00,,64.00,64.00,,一、农、林、牧、渔业
947,交流10kV,202106,34.17,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
947,交流10kV,202107,138.74,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
947,交流10kV,202108,588.71,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
947,交流10kV,202109,373.73,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
947,交流10kV,202110,54.16,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
947,交流10kV,202111,54.16,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
629,交流10kV,202112,27995.04,0.00,27995.04,31897.94,200.00,200.00,,二、工业
948,交流10kV,202001,0.00,0.00,0.00,,80.00,80.00,,一、农、林、牧、渔业
948,交流10kV,202002,0.00,0.00,0.00,,80.00,80.00,,一、农、林、牧、渔业
948,交流10kV,202003,0.00,0.00,0.00,,80.00,80.00,,一、农、林、牧、渔业
948,交流10kV,202004,0.00,0.00,0.00,,80.00,80.00,,一、农、林、牧、渔业
948,交流10kV,202005,0.00,0.00,0.00,,80.00,80.00,,一、农、林、牧、渔业
948,交流10kV,202006,133.38,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
948,交流10kV,202007,735.40,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
948,交流10kV,202008,2420.70,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
948,交流10kV,202009,229.96,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
948,交流10kV,202010,127.33,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
948,交流10kV,202011,127.33,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
948,交流10kV,202012,127.33,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
948,交流10kV,202101,73.15,0.80,73.95,,80.00,80.00,,一、农、林、牧、渔业
948,交流10kV,202102,127.33,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
948,交流10kV,202103,127.33,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
948,交流10kV,202104,127.33,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
948,交流10kV,202105,127.33,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
948,交流10kV,202106,428.73,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
948,交流10kV,202107,501.10,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
948,交流10kV,202108,779.47,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
948,交流10kV,202109,376.58,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
948,交流10kV,202110,370.11,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
948,交流10kV,202111,127.33,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
1,交流10kV,202112,28072.45,0.00,28072.45,49224.00,800.00,800.00,1,十一、公共服务及管理组织
949,交流10kV,202001,39.17,0.00,0.00,,40.00,40.00,2,一、农、林、牧、渔业
949,交流10kV,202002,12.91,0.00,0.00,,40.00,40.00,2,一、农、林、牧、渔业
949,交流10kV,202003,0.00,0.00,0.00,,40.00,40.00,,一、农、林、牧、渔业
949,交流10kV,202004,0.00,0.00,0.00,,40.00,40.00,,一、农、林、牧、渔业
949,交流10kV,202005,0.00,0.00,0.00,,40.00,40.00,,一、农、林、牧、渔业
949,交流10kV,202006,330.39,0.00,0.00,,40.00,40.00,1,一、农、林、牧、渔业
949,交流10kV,202007,127.07,0.00,0.00,,40.00,40.00,1,一、农、林、牧、渔业
949,交流10kV,202008,39.17,0.00,0.00,,40.00,40.00,1,一、农、林、牧、渔业
949,交流10kV,202009,272.48,0.00,0.00,,40.00,40.00,1,一、农、林、牧、渔业
949,交流10kV,202010,197.49,0.00,0.00,,40.00,40.00,1,一、农、林、牧、渔业
949,交流10kV,202011,39.17,0.00,0.00,,40.00,40.00,1,一、农、林、牧、渔业
949,交流10kV,202012,39.17,0.00,0.00,,40.00,40.00,1,一、农、林、牧、渔业
949,交流10kV,202101,35.00,0.00,0.00,,40.00,40.00,2,一、农、林、牧、渔业
949,交流10kV,202102,39.17,0.00,0.00,,40.00,40.00,1,一、农、林、牧、渔业
949,交流10kV,202103,39.17,0.00,0.00,,40.00,40.00,1,一、农、林、牧、渔业
949,交流10kV,202104,39.17,0.00,0.00,,40.00,40.00,1,一、农、林、牧、渔业
949,交流10kV,202105,39.17,0.00,0.00,,40.00,40.00,1,一、农、林、牧、渔业
949,交流10kV,202106,308.31,0.00,0.00,,40.00,40.00,2,一、农、林、牧、渔业
949,交流10kV,202107,39.17,0.80,39.97,,40.00,40.00,,一、农、林、牧、渔业
949,交流10kV,202108,39.17,0.00,0.00,,40.00,40.00,1,一、农、林、牧、渔业
949,交流10kV,202109,167.07,0.00,0.00,,40.00,40.00,1,一、农、林、牧、渔业
949,交流10kV,202110,214.98,0.00,0.00,,40.00,40.00,,一、农、林、牧、渔业
949,交流10kV,202111,39.17,0.00,0.00,,40.00,40.00,1,一、农、林、牧、渔业
163,交流10kV,202112,28548.30,0.00,28548.30,50058.40,800.00,800.00,1,十一、公共服务及管理组织
950,交流10kV,202001,0.00,0.00,0.00,,200.00,200.00,,一、农、林、牧、渔业
950,交流10kV,202002,0.00,0.00,0.00,,200.00,200.00,,一、农、林、牧、渔业
950,交流10kV,202003,0.00,0.00,0.00,,200.00,200.00,,一、农、林、牧、渔业
950,交流10kV,202004,0.00,0.00,0.00,,200.00,200.00,,一、农、林、牧、渔业
950,交流10kV,202005,0.00,0.00,0.00,,200.00,200.00,,一、农、林、牧、渔业
950,交流10kV,202006,0.00,0.00,0.00,,200.00,200.00,,一、农、林、牧、渔业
950,交流10kV,202007,0.00,0.00,0.00,,200.00,200.00,,一、农、林、牧、渔业
950,交流10kV,202008,0.00,0.00,0.00,,200.00,200.00,,一、农、林、牧、渔业
950,交流10kV,202009,12483.34,0.00,0.00,,200.00,200.00,1,一、农、林、牧、渔业
950,交流10kV,202010,1378.28,0.00,0.00,,200.00,200.00,1,一、农、林、牧、渔业
950,交流10kV,202011,1198.26,0.00,0.00,,200.00,200.00,1,一、农、林、牧、渔业
950,交流10kV,202012,1055.33,0.00,0.00,,200.00,200.00,1,一、农、林、牧、渔业
950,交流10kV,202101,319.25,3.19,322.44,,200.00,200.00,,一、农、林、牧、渔业
950,交流10kV,202102,277.65,2.78,280.42,,200.00,200.00,,一、农、林、牧、渔业
950,交流10kV,202103,275.89,0.00,0.00,,200.00,200.00,1,一、农、林、牧、渔业
950,交流10kV,202104,912.70,0.00,0.00,,200.00,200.00,1,一、农、林、牧、渔业
950,交流10kV,202105,287.18,0.00,0.00,,200.00,200.00,1,一、农、林、牧、渔业
950,交流10kV,202106,269.78,0.00,0.00,,200.00,200.00,1,一、农、林、牧、渔业
950,交流10kV,202107,2557.30,0.00,0.00,,200.00,200.00,1,一、农、林、牧、渔业
950,交流10kV,202108,3567.96,0.00,0.00,,200.00,200.00,1,一、农、林、牧、渔业
950,交流10kV,202109,1492.62,0.00,0.00,,200.00,200.00,1,一、农、林、牧、渔业
950,交流10kV,202110,261.89,0.00,0.00,,200.00,200.00,1,一、农、林、牧、渔业
950,交流10kV,202111,891.14,0.00,0.00,,200.00,200.00,1,一、农、林、牧、渔业
247,交流10kV,202112,28797.87,0.00,28797.87,50496.00,1280.00,1280.00,1,十一、公共服务及管理组织
951,交流10kV,202001,,,0.00,,64.00,64.00,,一、农、林、牧、渔业
951,交流10kV,202002,,,0.00,,64.00,64.00,,一、农、林、牧、渔业
951,交流10kV,202003,,,0.00,,64.00,64.00,,一、农、林、牧、渔业
951,交流10kV,202004,,,0.00,,64.00,64.00,,一、农、林、牧、渔业
951,交流10kV,202005,41.25,0.00,0.00,,64.00,64.00,2,一、农、林、牧、渔业
951,交流10kV,202006,54.16,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
951,交流10kV,202007,897.44,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
951,交流10kV,202008,1310.34,0.00,0.00,,64.00,64.00,2,一、农、林、牧、渔业
951,交流10kV,202009,471.22,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
951,交流10kV,202010,583.30,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
951,交流10kV,202011,649.96,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
951,交流10kV,202012,272.48,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
951,交流10kV,202101,16.66,0.00,0.00,,64.00,64.00,2,一、农、林、牧、渔业
951,交流10kV,202102,254.98,0.92,255.90,,64.00,64.00,1,一、农、林、牧、渔业
951,交流10kV,202103,299.57,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
951,交流10kV,202104,429.55,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
951,交流10kV,202105,652.46,0.00,0.00,,64.00,64.00,2,一、农、林、牧、渔业
951,交流10kV,202106,425.39,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
951,交流10kV,202107,763.29,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
951,交流10kV,202108,1013.27,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
951,交流10kV,202109,989.52,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
951,交流10kV,202110,176.66,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
951,交流10kV,202111,449.14,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
122,交流10kV,202112,29526.78,0.00,29526.78,52512.00,240.00,240.00,1,二、工业
952,交流10kV,202001,,,0.00,,64.00,64.00,,一、农、林、牧、渔业
952,交流10kV,202002,,,0.00,,64.00,64.00,,一、农、林、牧、渔业
952,交流10kV,202003,,,0.00,,64.00,64.00,,一、农、林、牧、渔业
952,交流10kV,202004,,,0.00,,64.00,64.00,,一、农、林、牧、渔业
952,交流10kV,202005,,,0.00,,64.00,64.00,,一、农、林、牧、渔业
952,交流10kV,202006,,,0.00,,64.00,64.00,,一、农、林、牧、渔业
952,交流10kV,202007,764.12,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
952,交流10kV,202008,559.97,0.00,0.00,,64.00,64.00,2,一、农、林、牧、渔业
952,交流10kV,202009,54.16,0.00,0.00,,64.00,64.00,2,一、农、林、牧、渔业
952,交流10kV,202010,54.16,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
952,交流10kV,202011,64.16,0.00,0.00,,64.00,64.00,2,一、农、林、牧、渔业
952,交流10kV,202012,204.98,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
952,交流10kV,202101,5.42,0.80,6.22,,64.00,64.00,,一、农、林、牧、渔业
952,交流10kV,202102,54.16,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
952,交流10kV,202103,54.16,0.80,54.96,,64.00,64.00,,一、农、林、牧、渔业
952,交流10kV,202104,54.16,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
952,交流10kV,202105,54.16,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
952,交流10kV,202106,54.16,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
952,交流10kV,202107,54.16,0.80,54.96,,64.00,64.00,,一、农、林、牧、渔业
952,交流10kV,202108,334.14,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
952,交流10kV,202109,122.07,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
952,交流10kV,202110,54.16,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
952,交流10kV,202111,54.16,0.00,0.00,,64.00,64.00,2,一、农、林、牧、渔业
115,交流10kV,202112,29560.13,0.00,29560.13,45905.60,200.00,200.00,2,二、工业
953,交流10kV,202001,0.00,0.00,0.00,,64.00,64.00,,一、农、林、牧、渔业
953,交流10kV,202002,0.00,0.00,0.00,,64.00,64.00,,一、农、林、牧、渔业
953,交流10kV,202003,0.00,0.00,0.00,,64.00,64.00,,一、农、林、牧、渔业
953,交流10kV,202004,0.00,0.00,0.00,,64.00,64.00,,一、农、林、牧、渔业
953,交流10kV,202005,0.00,0.00,0.00,,64.00,64.00,,一、农、林、牧、渔业
953,交流10kV,202006,0.00,0.00,0.00,,64.00,64.00,,一、农、林、牧、渔业
953,交流10kV,202007,700.45,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
953,交流10kV,202008,1103.66,0.00,0.00,,64.00,64.00,2,一、农、林、牧、渔业
953,交流10kV,202009,67.93,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
953,交流10kV,202010,56.24,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
953,交流10kV,202011,478.50,0.00,0.00,,64.00,0.00,1,一、农、林、牧、渔业
953,交流10kV,202012,4138.20,0.00,0.00,,64.00,0.00,2,一、农、林、牧、渔业
953,交流10kV,202101,35.91,0.00,0.00,,64.00,0.00,2,一、农、林、牧、渔业
953,交流10kV,202102,0.00,0.00,0.00,,64.00,0.00,,一、农、林、牧、渔业
953,交流10kV,202103,0.00,0.00,0.00,,64.00,0.00,,一、农、林、牧、渔业
953,交流10kV,202104,0.00,0.00,0.00,,64.00,0.00,,一、农、林、牧、渔业
953,交流10kV,202105,0.00,0.00,0.00,,64.00,0.00,,一、农、林、牧、渔业
953,交流10kV,202106,0.00,0.00,0.00,,64.00,64.00,,一、农、林、牧、渔业
953,交流10kV,202107,2793.56,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
953,交流10kV,202108,2199.11,0.00,0.00,,64.00,0.00,2,一、农、林、牧、渔业
953,交流10kV,202109,33.74,0.80,34.54,,64.00,0.00,1,一、农、林、牧、渔业
953,交流10kV,202110,,,0.00,,64.00,0.00,,一、农、林、牧、渔业
953,交流10kV,202111,0.00,0.00,0.00,,64.00,64.00,,一、农、林、牧、渔业
908,交流10kV,202112,30609.36,0.00,30609.36,44572.00,200.00,200.00,1,二、工业
954,交流10kV,202001,467.06,0.94,468.00,,100.00,100.00,4,一、农、林、牧、渔业
954,交流10kV,202002,425.45,0.00,0.00,,100.00,100.00,6,一、农、林、牧、渔业
954,交流10kV,202003,361.31,0.00,0.00,,100.00,100.00,6,一、农、林、牧、渔业
954,交流10kV,202004,370.42,0.00,0.00,,100.00,100.00,4,一、农、林、牧、渔业
954,交流10kV,202005,474.39,0.00,0.00,,100.00,100.00,4,一、农、林、牧、渔业
954,交流10kV,202006,462.79,0.00,0.00,,100.00,100.00,2,一、农、林、牧、渔业
954,交流10kV,202007,504.90,0.00,0.00,,100.00,100.00,2,一、农、林、牧、渔业
954,交流10kV,202008,161.35,0.00,0.00,,100.00,100.00,2,一、农、林、牧、渔业
954,交流10kV,202009,196.06,0.00,0.00,,100.00,100.00,2,一、农、林、牧、渔业
954,交流10kV,202010,402.42,0.00,0.00,,100.00,100.00,2,一、农、林、牧、渔业
954,交流10kV,202011,512.10,0.00,0.00,,100.00,100.00,2,一、农、林、牧、渔业
954,交流10kV,202012,571.50,0.00,0.00,,100.00,100.00,2,一、农、林、牧、渔业
954,交流10kV,202101,904.65,0.00,0.00,,100.00,100.00,3,一、农、林、牧、渔业
954,交流10kV,202102,1165.94,0.00,0.00,,100.00,100.00,2,一、农、林、牧、渔业
954,交流10kV,202103,3457.00,0.00,0.00,,100.00,100.00,1,一、农、林、牧、渔业
954,交流10kV,202104,932.77,0.00,0.00,,100.00,100.00,1,一、农、林、牧、渔业
954,交流10kV,202105,1287.58,0.00,0.00,,100.00,100.00,1,一、农、林、牧、渔业
954,交流10kV,202106,1272.46,0.00,0.00,,100.00,100.00,1,一、农、林、牧、渔业
954,交流10kV,202107,670.90,0.00,0.00,,100.00,100.00,1,一、农、林、牧、渔业
954,交流10kV,202108,927.60,0.00,0.00,,100.00,100.00,1,一、农、林、牧、渔业
954,交流10kV,202109,859.18,0.00,0.00,,100.00,100.00,1,一、农、林、牧、渔业
954,交流10kV,202110,808.06,0.00,0.00,,100.00,100.00,1,一、农、林、牧、渔业
954,交流10kV,202111,1158.31,0.00,0.00,,100.00,100.00,1,一、农、林、牧、渔业
318,交流10kV,202112,32602.91,0.00,32602.91,57168.00,640.00,640.00,1,十一、公共服务及管理组织
955,交流10kV,202001,345.25,0.93,346.18,,64.00,64.00,4,一、农、林、牧、渔业
955,交流10kV,202002,272.56,0.00,0.00,,64.00,64.00,2,一、农、林、牧、渔业
955,交流10kV,202003,224.54,0.00,0.00,,64.00,64.00,4,一、农、林、牧、渔业
955,交流10kV,202004,217.18,0.00,0.00,,64.00,64.00,4,一、农、林、牧、渔业
955,交流10kV,202005,213.73,0.00,0.00,,64.00,64.00,2,一、农、林、牧、渔业
955,交流10kV,202006,215.89,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
955,交流10kV,202007,156.62,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
955,交流10kV,202008,152.29,0.00,0.00,,64.00,64.00,2,一、农、林、牧、渔业
955,交流10kV,202009,165.70,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
955,交流10kV,202010,172.62,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
955,交流10kV,202011,176.52,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
955,交流10kV,202012,279.92,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
955,交流10kV,202101,160.94,0.00,0.00,,64.00,64.00,3,一、农、林、牧、渔业
955,交流10kV,202102,173.49,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
955,交流10kV,202103,138.02,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
955,交流10kV,202104,145.80,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
955,交流10kV,202105,384.18,0.00,0.00,,64.00,64.00,2,一、农、林、牧、渔业
955,交流10kV,202106,217.18,0.00,0.00,,64.00,64.00,2,一、农、林、牧、渔业
955,交流10kV,202107,190.36,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
955,交流10kV,202108,199.02,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
955,交流10kV,202109,680.54,0.00,0.00,,64.00,64.00,2,一、农、林、牧、渔业
955,交流10kV,202110,396.30,0.00,0.00,,64.00,64.00,1,一、农、林、牧、渔业
955,交流10kV,202111,193.39,0.00,0.00,,64.00,64.00,2,一、农、林、牧、渔业
718,交流10kV,202112,34851.87,0.00,34851.87,60744.00,800.00,800.00,1,十一、公共服务及管理组织
956,交流10kV,202001,2907.45,0.00,0.00,,80.00,80.00,4,二、工业
956,交流10kV,202002,2313.42,0.00,0.00,,80.00,80.00,4,二、工业
956,交流10kV,202003,810.69,0.00,0.00,,80.00,80.00,6,二、工业
956,交流10kV,202004,428.94,0.00,0.00,,80.00,80.00,6,二、工业
956,交流10kV,202005,937.14,0.00,0.00,,80.00,80.00,4,二、工业
956,交流10kV,202006,991.86,0.00,0.00,,80.00,80.00,2,二、工业
956,交流10kV,202007,667.94,0.80,668.74,,80.00,80.00,2,二、工业
956,交流10kV,202008,774.65,0.00,0.00,,80.00,80.00,2,二、工业
956,交流10kV,202009,1754.75,3.84,1758.59,,80.00,80.00,2,二、工业
956,交流10kV,202010,2892.10,5.31,2897.42,,80.00,80.00,2,二、工业
956,交流10kV,202011,4096.64,0.00,0.00,,80.00,80.00,2,二、工业
956,交流10kV,202012,4586.98,0.00,0.00,,80.00,80.00,2,二、工业
956,交流10kV,202101,724.87,0.00,0.00,,80.00,80.00,3,二、工业
956,交流10kV,202102,848.54,0.00,0.00,,80.00,80.00,2,二、工业
956,交流10kV,202103,529.60,0.00,0.00,,80.00,80.00,2,二、工业
956,交流10kV,202104,508.92,0.00,0.00,,80.00,80.00,1,二、工业
956,交流10kV,202105,458.27,0.00,0.00,,80.00,80.00,2,二、工业
956,交流10kV,202106,473.35,0.00,0.00,,80.00,80.00,4,二、工业
956,交流10kV,202107,1129.12,0.00,0.00,,80.00,80.00,3,二、工业
956,交流10kV,202108,1112.01,0.00,0.00,,80.00,80.00,2,二、工业
956,交流10kV,202109,1145.63,0.00,0.00,,80.00,80.00,2,二、工业
956,交流10kV,202110,1515.98,0.00,0.00,,80.00,80.00,1,二、工业
956,交流10kV,202111,6776.06,0.00,0.00,,80.00,80.00,2,二、工业
233,交流10kV,202112,36453.58,0.00,36453.58,63920.00,1120.00,1120.00,2,十一、公共服务及管理组织
957,交流10kV,202001,0.00,0.00,0.00,,40.00,0.00,,一、农、林、牧、渔业
957,交流10kV,202002,0.00,0.00,0.00,,40.00,0.00,,一、农、林、牧、渔业
957,交流10kV,202003,0.00,0.00,0.00,,40.00,0.00,,一、农、林、牧、渔业
957,交流10kV,202004,0.00,0.00,0.00,,40.00,0.00,,一、农、林、牧、渔业
957,交流10kV,202005,0.00,0.00,0.00,,40.00,0.00,,一、农、林、牧、渔业
957,交流10kV,202006,12.23,0.00,0.00,,40.00,0.00,2,一、农、林、牧、渔业
957,交流10kV,202007,456.17,0.00,0.00,,40.00,0.00,2,一、农、林、牧、渔业
957,交流10kV,202008,2131.03,0.00,0.00,,40.00,0.00,2,一、农、林、牧、渔业
957,交流10kV,202009,2240.69,6.73,2247.42,,40.00,0.00,2,一、农、林、牧、渔业
957,交流10kV,202010,57.08,0.00,0.00,,40.00,0.00,1,一、农、林、牧、渔业
957,交流10kV,202011,3.75,0.00,0.00,,40.00,0.00,1,一、农、林、牧、渔业
957,交流10kV,202012,0.00,0.00,0.00,,40.00,0.00,,一、农、林、牧、渔业
957,交流10kV,202101,0.00,0.00,0.00,,40.00,0.00,,一、农、林、牧、渔业
957,交流10kV,202102,0.00,0.00,0.00,,40.00,0.00,,一、农、林、牧、渔业
957,交流10kV,202103,0.00,0.00,0.00,,40.00,0.00,,一、农、林、牧、渔业
957,交流10kV,202104,0.00,0.00,0.00,,40.00,0.00,,一、农、林、牧、渔业
957,交流10kV,202105,0.00,0.00,0.00,,40.00,0.00,,一、农、林、牧、渔业
957,交流10kV,202106,77.50,0.00,0.00,,40.00,40.00,2,一、农、林、牧、渔业
957,交流10kV,202107,57.08,0.00,0.00,,40.00,40.00,2,一、农、林、牧、渔业
957,交流10kV,202108,2369.85,0.00,0.00,,40.00,40.00,2,一、农、林、牧、渔业
957,交流10kV,202109,107.08,0.00,0.00,,40.00,40.00,2,一、农、林、牧、渔业
957,交流10kV,202110,341.23,0.00,0.00,,40.00,40.00,1,一、农、林、牧、渔业
957,交流10kV,202111,211.24,0.00,0.00,,40.00,40.00,2,一、农、林、牧、渔业
187,交流10kV,202112,36629.53,0.00,36629.53,66412.80,412.00,412.00,1,二、工业
958,交流10kV,202001,458.82,0.00,0.00,,200.00,200.00,2,二、工业
958,交流10kV,202002,458.82,0.00,0.00,,200.00,200.00,4,二、工业
958,交流10kV,202003,435.88,0.00,0.00,,200.00,200.00,4,二、工业
958,交流10kV,202004,435.88,0.00,0.00,,200.00,200.00,2,二、工业
958,交流10kV,202005,3082.94,0.00,0.00,,200.00,200.00,4,二、工业
958,交流10kV,202006,3872.29,0.00,0.00,,200.00,200.00,2,二、工业
958,交流10kV,202007,735.06,2.94,738.00,,200.00,200.00,1,二、工业
958,交流10kV,202008,598.33,0.00,0.00,,200.00,200.00,1,二、工业
958,交流10kV,202009,435.88,1.74,437.62,,200.00,200.00,2,二、工业
958,交流10kV,202010,435.88,0.00,0.00,,200.00,200.00,1,二、工业
958,交流10kV,202011,435.88,0.00,0.00,,200.00,0.00,1,二、工业
958,交流10kV,202012,435.88,0.00,0.00,,200.00,0.00,2,二、工业
958,交流10kV,202101,56.54,0.00,0.00,,200.00,0.00,2,二、工业
958,交流10kV,202102,0.00,0.00,0.00,,200.00,0.00,,二、工业
958,交流10kV,202103,0.00,0.00,0.00,,200.00,0.00,,二、工业
958,交流10kV,202104,0.00,0.00,0.00,,200.00,0.00,,二、工业
958,交流10kV,202105,0.00,0.00,0.00,,200.00,0.00,,二、工业
958,交流10kV,202106,0.00,0.00,0.00,,200.00,0.00,,二、工业
958,交流10kV,202107,0.00,0.00,0.00,,200.00,200.00,,二、工业
958,交流10kV,202108,1099.26,0.00,0.00,,200.00,200.00,1,二、工业
958,交流10kV,202109,84.71,0.00,0.00,,200.00,200.00,3,二、工业
958,交流10kV,202110,387.65,0.00,0.00,,200.00,200.00,1,二、工业
958,交流10kV,202111,387.65,0.00,0.00,,200.00,200.00,1,二、工业
312,交流10kV,202112,36818.57,0.00,36818.57,64560.00,1600.00,1600.00,1,十一、公共服务及管理组织
959,交流10kV,202001,5611.75,0.00,0.00,,252.00,252.00,4,B、城乡居民生活用电合计
959,交流10kV,202002,7158.86,0.00,0.00,,252.00,252.00,4,B、城乡居民生活用电合计
959,交流10kV,202003,2733.79,0.00,0.00,,252.00,252.00,4,B、城乡居民生活用电合计
959,交流10kV,202004,,,0.00,,252.00,252.00,,B、城乡居民生活用电合计
959,交流10kV,202005,5492.67,0.00,0.00,,252.00,252.00,4,B、城乡居民生活用电合计
